0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2788,Fumarolas,"Una fumarola es una grieta en la roca o en el suelo, a través de la cual los sistemas magmático (roca fundida) e hidrotermal (de agua caliente), descargan vapor, agua caliente y mezcla de gases, principalmente CO2, H2S y SO2.",https://www.datos.gov.co/dataset/Fumarolas/bmy7-2irw,Enlace externo,October 18 2018,0,inventario termales/geociencias básicas/fumarolas/termales/geologia bá,,,,,,,,,,,,,
2789,SITIOS PARA VISITAR,En el siguiente conjunto de datos puede usted encontrar información de interés para visitar distintos y exóticos lugares que ofrece el municipio de santa isabel tolima,https://www.datos.gov.co/Comercio-Industria-y-Turismo/SITIOS-PARA-VISITAR/nsq6-x8a8,Conjunto de Datos,October 17 2018,64,lugares de interes/turismo/paseo/veredas/que h,planeacion,Alcaldía Municipal de Santa Isabel,Tolima,Santa Isabel,Territorial,Función Pública,Español,Municipal,Anual,"Comercio, Industria y Turismo",9,Sin dato recolectado,Sin dato recolectado
2790,SERVICIO HOTELERO,Sin descripción reportada en el sitio,https://www.datos.gov.co/Comercio-Industria-y-Turismo/SERVICIO-HOTELERO/qa6h-vu25,Conjunto de Datos,October 17 2018,54,hospedaje/hoteles/habitaciones/restauran,planeacion,Alcaldía Municipal de Santa Isabel,Tolima,Santa Isabel,Territorial,Función Pública,Español,Municipal,Anual,"Comercio, Industria y Turismo",5,Sin dato recolectado,Sin dato recolectado
2791,Plan Anticorrupción y de Atención al Ciudadano,Información correspondiente al cumplimiento de los componentes del Plan Anticorrupción y de Atención al Ciudadano por parte de las entidades de la rama ejecutiva orden nacional.,https://www.datos.gov.co/Función-pública/Plan-Anticorrupción-y-de-Atención-al-Ciudadano/7yfh-mxmq,Conjunto de Datos,October 17 2018,92,sector/nombre de la entidad/empleo público/racionalización de trámites/plan anticorrup,"Dirección de Participación,Transparencia y Servicio al Ciudadano",Departamento Administrativo de la Función Pública,Bogotá D.C.,Bogotá D.C.,Territorial,Función Pública,Español,Nacional,Anual,Función Pública,29,221,28
2792,PLANTA DE PERSONAL GRUPOS ÉTNICOS POLICÍA NACIONAL III TRIMESTRE 2018,La Dirección de Talento Humano de la Policía Nacional se permite publicar los datos numéricos del personal que labora en la Institución y que perteneciente a Grupos Étnicos.,https://www.datos.gov.co/Función-pública/PLANTA-DE-PERSONAL-GRUPOS-ÉTNICOS-POLICÍA-NACIONAL/rhgd-zk5t,Conjunto de Datos,October 17 2018,3,,Dirección de Talento Humano,Dirección General de la Policía Nacional,Bogotá D.C.,Bogotá D.C.,Nacional,Defensa,Español,Nacional,Trimestral,Función Pública,1,7,2
2793,FORMATO DE INVENTARIO DE TRÁMITES,FORMATO DE INVENTARIO DE TRÁMITES :Reportados en el Sistema Electrónico de Administración de Información de trámites SUIT.,https://www.datos.gov.co/Organismos-de-Control/FORMATO-DE-INVENTARIO-DE-TRÁMITES/8ghs-465y,Conjunto de Datos,October 17 2018,8,,No Aplica,Alcaldía Municipal de Nariño,Nariño,Nariño,Territorial,Organismos de control y vigilancia,Español,Municipal,No aplica,Organismos de Control,1,Sin dato recolectado,Sin dato recolectado
2794,"PROYECCIONES MUNICIPALES 2006-2020, Categoría para Transferencias",Contiene información de la población y sus transferencias.,https://www.datos.gov.co/Estadísticas-Nacionales/PROYECCIONES-MUNICIPALES-2006-2020-Categoría-para-/jqzj-tgnt,Conjunto de Datos,October 17 2018,19,,Secretaría de Planeación y de las TIC,Gobernación del Caquetá,Caquetá,Florencia,Nacional,Estadísticas,Español,Nacional,Trienio,Estadísticas Nacionales,3,Sin dato recolectado,Sin dato recolectado
2795,PLANTA DE PERSONAL POLICÍA NACIONAL III TRIMESTRE 2018,La Dirección de Talento Humano de la Policía Nacional se permite publicar los datos numéricos del personal que labora en la Institución.,https://www.datos.gov.co/Función-pública/PLANTA-DE-PERSONAL-POLICÍA-NACIONAL-III-TRIMESTRE-/yjqw-3dif,Conjunto de Datos,October 17 2018,24,funcionario/policía/plan,Dirección de Talento Humano,Dirección General de la Policía Nacional,Bogotá D.C.,Bogotá D.C.,Nacional,Defensa,Español,Nacional,Trimestral,Función Pública,6,Sin dato recolectado,Sin dato recolectado
2796,wilder,"Se entiende por accidente de tránsito: ""evento, generalmente involuntario, generado al menos por un  un vehículo en movimiento, que causa daños a personas y bienes involucrados en él, e igualmente afecta la normal circulación de los vehículos que se movilizan por la vía o vías comprendidas en el lugar o dentro de la zona de influencia del hecho"". (Ley 769 de 2002 - Código Nacional de Tránsito)",https://www.datos.gov.co/Transporte/wilder/n2ar-4gw4,Mapa,October 17 2018,31,accidentalidad/alcaldía de medellín/accidentes/secretaría de movilidad/movil,,,,,,,,,,,,,
2797,ESQUEMA DE PUBLICACIÓN DE INFORMACIÓN,Se muestra la categorización del Esquema de Publicación de Información.,https://www.datos.gov.co/Organismos-de-Control/ESQUEMA-DE-PUBLICACIÓN-DE-INFORMACIÓN/tm67-hmt4,Conjunto de Datos,October 17 2018,5,,No Aplica,Alcaldía Municipal de Nariño,Nariño,Nariño,Territorial,Organismos de control y vigilancia,Español,Municipal,No aplica,Organismos de Control,1,Sin dato recolectado,Sin dato recolectado
2798,REGISTRO DE ACTIVOS DE INFORMACION,"El  inventario  y clasificación de los  Activos de Información  es la base para la gestión de riesgos de seguridad de la  información  y para determinar los niveles de protección requeridos.  Se denomina activo a aquello que tiene algún valor para la Alcaldía Municipal de Nariño y por tanto debe protegerse. De manera que un Activo de Información incluye la información estructurada y no estructurada que se encuentre presente en forma impresa, escrita en papel, transmitida por cualquier medio electrónico o almacenada en equipos de cómputo, incluyendo datos contenidos en registros, archivos y bases de datos.  Así mismo, un Activo de Información tiene el mismo valor, bien sea que se encuentre forma física o digital, aunque los controles necesarios para protegerlo son diferentes.",https://www.datos.gov.co/dataset/REGISTRO-DE-ACTIVOS-DE-INFORMACION/3igr-x4y7,Conjunto de Datos,October 17 2018,12,,No Aplica,Alcaldía Municipal de Nariño,Nariño,Nariño,Territorial,No Aplica,Español,Municipal,No aplica,Este conjunto de datos no se ha categorizado,2,Sin dato recolectado,Sin dato recolectado
2799,TRANSMILENIO 2018,Información de los Contratos correspondientes a procesos de compra pública registrados en la plataforma SECOP II desde su existencia,https://www.datos.gov.co/Gastos-Gubernamentales/TRANSMILENIO-2018/p4zr-gkq2,Gráfico,October 17 2018,128,,,,,,,,,,,,,,
2800,Visitas Establecimientos Farmaceuticos Cubarral.-2015,Sin descripción reportada en el sitio,https://www.datos.gov.co/Salud-y-Protección-Social/Visitas-Establecimientos-Farmaceuticos-Cubarral-20/r449-cjhu,Conjunto de Datos,October 17 2018,11,gobernación del meta/gobernacion del meta/secretaria de sal,secretaria de salud,Gobernación del Meta,Meta,Villavicencio,Territorial,Salud y Protección Social,Español,Departamental,Trienio,Salud y Protección Social,3,3,15
2801,TRANSMILENIO,"Información de los procesos de compra pública registrados en la plataforma SECOP II desde su existencia, incluyendo aquellos que cuentan con contrato y los que no, y aquellos que aún están en desarrollo",https://www.datos.gov.co/Gastos-Gubernamentales/TRANSMILENIO/ympf-m9q6,Vista filtrada,October 17 2018,16,secop ii/proceso de compr,,,,,,,,,,,,,
2802,Número De Concejales Asignados Para Cada Municipio,"Contiene el número de concejales que por ley se debe designar, de acuerdo al número de habitantes de un municipio.",https://www.datos.gov.co/Estadísticas-Nacionales/Número-De-Concejales-Asignados-Para-Cada-Municipio/dtn6-ca2j,Conjunto de Datos,October 17 2018,20,,Secretaría de Planeación y de las TIC,Gobernación del Caquetá,Caquetá,Florencia,Nacional,Estadísticas,Español,Nacional,Trienio,Estadísticas Nacionales,7,9,2
2803,Visitas Establecimientos Farmaceuticos Cabuyaro.-2015,Sin descripción reportada en el sitio,https://www.datos.gov.co/Salud-y-Protección-Social/Visitas-Establecimientos-Farmaceuticos-Cabuyaro-20/aksp-is3m,Conjunto de Datos,October 17 2018,7,secretaria de salud/gobernación del meta/gobernacion del me,secretaria de salud,Gobernación del Meta,Meta,Villavicencio,Territorial,Salud y Protección Social,Español,Departamental,Trienio,Salud y Protección Social,1,5,13
2804,Accidentes por clase tercer trimestre del año 2018 del Municipio de Candelaria Valle,El municipio de Candelaria pone a disposición a todos los interesados la estadística de accidentes por clase en el tercer trimestre del año.,https://www.datos.gov.co/Transporte/Accidentes-por-clase-tercer-trimestre-del-año-2018/8j7u-tex2,Conjunto de Datos,October 17 2018,36,accidentes/clase/candelaria/transito/colisi,Secretaría de Tránsito y Transporte,Alcaldía Municipal de Candelaria Valle del Cauca,Valle del Cauca,Candelaria,Territorial,Transporte,Español,Municipal,No aplica,Transporte,2,Sin dato recolectado,Sin dato recolectado
2805,Visitas Establecimientos Farmaceuticos Acacias2016,Sin descripción reportada en el sitio,https://www.datos.gov.co/Salud-y-Protección-Social/Visitas-Establecimientos-Farmaceuticos-Acacias2016/um5t-dw3y,Conjunto de Datos,October 17 2018,5,secretaria de salud/gobernacion del meta/gobernación del me,secretaria de salud,Gobernación del Meta,Meta,Villavicencio,Territorial,Salud y Protección Social,Español,Departamental,Trienio,Salud y Protección Social,0,Sin dato recolectado,Sin dato recolectado
2806,Visitas Establecimientos Farmaceuticos Vigencia-2016 OK,Sin descripción reportada en el sitio,https://www.datos.gov.co/Salud-y-Protección-Social/Visitas-Establecimientos-Farmaceuticos-Vigencia-20/2pdn-peis,Conjunto de Datos,October 17 2018,18,secretaria de salud/gobernacion del meta/gobernación del me,secretaria de salud,Gobernación del Meta,Meta,Villavicencio,Territorial,Salud y Protección Social,Español,Departamental,Trienio,Salud y Protección Social,1,Sin dato recolectado,Sin dato recolectado
2807,"Uso y  Aprovechamiento Del Suelo del Departamento del  Caquetá, año 2006.","Contiene datos del uso dado a el suelo del Departamento de Caquetá, en el año 2006.",https://www.datos.gov.co/Agricultura-y-Desarrollo-Rural/Uso-y-Aprovechamiento-Del-Suelo-del-Departamento-d/weih-9v5x,Conjunto de Datos,October 17 2018,16,,Secretaría de Planeación y de las TIC,Gobernación del Caquetá,Caquetá,Florencia,Territorial,Agricultura y Desarrollo Rural,Español,Departamental,Anual,Agricultura y Desarrollo Rural,6,Sin dato recolectado,Sin dato recolectado
2808,Proyectos Municipio de Sopó,Descripción de los Proyectos con su respectivo número del Municipio de Sopó,https://www.datos.gov.co/Función-pública/Proyectos-Municipio-de-Sopó/fu9h-956z,Conjunto de Datos,October 17 2018,14,proyectos/banco/so,Secretaría de Gestión Integral,Alcaldía Municipal de Sopó,Cundinamarca,Sopó,Territorial,Función Pública,Español,Municipal,No aplica,Función Pública,2,Sin dato recolectado,Sin dato recolectado
2809,Red-de-prestadores-ssm-OCTUBRE-2018,Sin descripción reportada en el sitio,https://www.datos.gov.co/Salud-y-Protección-Social/Red-de-prestadores-ssm-OCTUBRE-2018/stky-pf7s,Conjunto de Datos,October 17 2018,14,gobernación del meta/secretaria de salud/gobernacion del me,secretaria de salud,Gobernación del Meta,Meta,Villavicencio,Territorial,Salud y Protección Social,Español,Departamental,Trienio,Salud y Protección Social,2,Sin dato recolectado,Sin dato recolectado
2810,Principales Comunidades Indígenas por Municipio en el Departamento del Caquetá.,Contiene la relación de las diferentes comunidades indígenas de nuestro Departamento.,https://www.datos.gov.co/Participación-ciudadana/Principales-Comunidades-Indígenas-por-Municipio-en/meme-p4bv,Conjunto de Datos,October 16 2018,17,,Secretaría de Planeación y de las TIC,Gobernación del Caquetá,Caquetá,Florencia,Territorial,Inclusión Social y Reconciliación,Español,Departamental,Anual,Participación ciudadana,6,Sin dato recolectado,Sin dato recolectado
2811,JORNADA DE VACUNACIÓN ANTIRÁBICA - MUNICIPIO DE NARIÑO 2018,Se muestra un listado de algunas mascotas las cuales fueron inyectadas en la jornada de vacunación antirrábica en el Municipio de Nariño (N) año 2018.,https://www.datos.gov.co/Salud-y-Protección-Social/JORNADA-DE-VACUNACIÓN-ANTIRÁBICA-MUNICIPIO-DE-NARI/q2pa-tbcs,Conjunto de Datos,October 16 2018,27,,Saneamiento Básico,Alcaldía Municipal de Nariño,Nariño,Nariño,Territorial,Salud y Protección Social,Español,Municipal,No aplica,Salud y Protección Social,7,908,7
2812,Políticas Públicas Municipio de Sopó,Políticas Públicas Aprobadas en el Municipio de Sopó,https://www.datos.gov.co/Función-pública/Políticas-Públicas-Municipio-de-Sopó/y3n6-dg2a,Conjunto de Datos,October 16 2018,12,sopo/politicas/panpi,Secretaría de Gestión Integral,Alcaldía Municipal de Sopó,Cundinamarca,Sopó,Territorial,Función Pública,Español,Municipal,No aplica,Función Pública,2,6,4
2813,MAPA DE ATENCIÓN AL PÚBLICO Y PUNTOS DE PAGO DE SERVICIOS PÚBLICOS EN MOSQUERA CUNDINAMARCA,"Información de los puntos de pago y de atención al cliente de los servicios públicos de Agua y alcantarillado, energía y gas en el municipio de Mosquera Cundinamarca",https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/MAPA-DE-ATENCIÓN-AL-PÚBLICO-Y-PUNTOS-DE-PAGO-DE-SE/7pip-xqsf,Mapa,October 16 2018,13,energia/luz/agua/servicios/aten,,,,,,,,,,,,,
2814,ATENCIÓN AL PÚBLICO Y PUNTOS DE PAGO DE SERVICIOS PÚBLICOS EN MOSQUERA CUNDINAMARCA,"Información de los puntos de pago y de atención al cliente de los servicios públicos de Agua y alcantarillado, energía y gas en el municipio de Mosquera Cundinamarca",https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/ATENCIÓN-AL-PÚBLICO-Y-PUNTOS-DE-PAGO-DE-SERVICIOS-/e67n-ygm4,Conjunto de Datos,October 16 2018,26,energia/atencion/servicios/agua/,Dirección de servicios públicos,Alcaldía Municipal de Mosquera Cundinamarca,Cundinamarca,Mosquera,Territorial,Vivienda Ciudad y Territorio,Español,Municipal,Anual,"Vivienda, Ciudad y Territorio",3,12,5
2815,EJECUCIÓN PPTO GASTOS VIGENCIA AL 30 DE SEPTIEMBRE 2018,EJECUCIÓN PPTO GASTOS VIGENCIA AL 30 DE SEPTIEMBRE 2018 AGENCIA NACIONAL DE INFRAESTRUCTURA,https://www.datos.gov.co/Transporte/EJECUCIÓN-PPTO-GASTOS-VIGENCIA-AL-30-DE-SEPTIEMBRE/sake-g3ka,Conjunto de Datos,October 16 2018,22,gastos/ejecución/presupues,Vicepresidencia Administrativa y Financiera,Agencia Nacional de Infraestructura,Bogotá D.C.,Bogotá D.C.,Nacional,Transporte,Español,Nacional,No aplica,Transporte,2,Sin dato recolectado,Sin dato recolectado
2816,Minerales,Precios base de minerales para la Liquidación de Regalías,https://www.datos.gov.co/Minas-y-Energía/Minerales/yktx-wmib,Vista filtrada,October 16 2018,21,minerales/regalias/preci,,,,,,,,,,,,,
2817,consumos,consumos por uso y estrato,https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/consumos/phpa-8ht5,Conjunto de Datos,October 16 2018,44,,tecnologias de la informacion,E.S.P. Empresa Ibaguéreña de Acueducto y Alcantarillado S.A.,Tolima,Ibagué,Territorial,"Ciencia, Tecnología e innovación",Español,Municipal,Mensual,"Vivienda, Ciudad y Territorio",6,Sin dato recolectado,Sin dato recolectado
2818,Vivienda de interes social,Presenta el número de viviendas de interés social construidas y mejoradas en el departamento del Cauca durante el periodo 2012 a 2017.,https://www.datos.gov.co/Vivienda-Ciudad-y-Territorio/Vivienda-de-interes-social/by2e-93c9,Enlace externo,October 16 2018,9,interes social/urbana rural/vivien,,,,,,,,,,,,,
2819,Infraestructura servicios públicos - energía,Describe la cobertura de energia en los municipios en el departamento del Cauca durante el periodo 2013 a 2017,https://www.datos.gov.co/Función-Pública/Infraestructura-servicios-públicos-energía/kpiu-x7nh,Enlace externo,October 16 2018,16,municipios./energia/cobertu,,,,,,,,,,,,,
2820,Infraestructura educativa,"Describe mantenimiento, adecuacion y construccion de infraestructura educativa presentes en el departamento del Cauca durante el periodo 2012 a 2017.",https://www.datos.gov.co/Función-Pública/Infraestructura-educativa/hedh-earz,Enlace externo,October 16 2018,11,construccion./infraestructura educativa/mantenimien,,,,,,,,,,,,,
2821,Estudios y diseños,Describe los estudios y diseños en infraestructura vial presentes en el departamento del Cauca durante el periodo 2012 a 2017,https://www.datos.gov.co/Función-Pública/Estudios-y-diseños/9xit-zg5s,Enlace externo,October 16 2018,8,estudios/vias/infraestructura/dise,,,,,,,,,,,,,
2822,Infraestructura Vial,"Describe  las categorizacion, superficie, mantenimiento e inversion de las vías y puentes presentes en el departamento del Cauca durante el periodo 2012 a 2017",https://www.datos.gov.co/Función-Pública/Infraestructura-Vial/6ktk-u49u,Enlace externo,October 16 2018,13,mantenimiento/inversion/vi,,,,,,,,,,,,,
2823,Sedes y establecimiento educativos,"Muestra el número de establecimientos y sedes educativas  en cada uno de los municipios y su evolución en el tiempo, desagregándose de acuerdo a su zona, sector y modalidad en el departamento del Cauca durante el periodo 2016 a 2018.",https://www.datos.gov.co/Educación/Sedes-y-establecimiento-educativos/htve-z49e,Enlace externo,October 16 2018,19,modalidad/sedes/establecimientos educativos/sec,,,,,,,,,,,,,
2824,Planta de cargos docentes - directivos docentes y administrativos,"Dsitribucion de la planta global de cargos docentes, directivos docentes y administrativos del sector educativo oficial, que se financian con recursos del sistema general de participaciones durante el periodo comprendido de 2012 al 2017",https://www.datos.gov.co/Educación/Planta-de-cargos-docentes-directivos-docentes-y-ad/2tg8-s55n,Enlace externo,October 16 2018,11,administrativos/cargos/docent,,,,,,,,,,,,,
2825,Matricula y cobertura en educacion - tasa neta por género,"Presenta el número de  personas matriculadas en cada uno de los municipios y por cada periodo anual, destacando varios niveles de  desagregación los cuales permiten conocer más a fondo el comportamiento de este indicador durante el periodo 2012 a 2017",https://www.datos.gov.co/Educación/Matricula-y-cobertura-en-educacion-tasa-neta-por-g/aapp-ayxc,Enlace externo,October 16 2018,22,municipios/matriculas/desagregaci,,,,,,,,,,,,,
2826,Matricula y cobertura en educación - tasa bruta por género,"Presenta el número de  personas matriculadas en cada uno de los municipios y por cada periodo anual, destacando varios niveles de  des agregación los cuales permiten conocer más a fondo el comportamiento de este indicador durante el periodo 2012 a 2017",https://www.datos.gov.co/Educación/Matricula-y-cobertura-en-educación-tasa-bruta-por-/rxri-d78w,Enlace externo,October 16 2018,9,municipios/desagregación/matricul,,,,,,,,,,,,,
2827,Matricula y cobertura en educación - TASA BRUTA,"Presenta el número de  personas matriculadas en cada uno de los municipios y por cada periodo anual, destacando varios niveles de  desagregación los cuales permiten conocer más a fondo el comportamiento de este indicador durante el periodo 2012 a 2017",https://www.datos.gov.co/Educación/Matricula-y-cobertura-en-educación-TASA-BRUTA/34ac-5prn,Enlace externo,October 16 2018,13,matriculas/municipios/desagregaci,,,,,,,,,,,,,
2828,Matricula y cobertura en educacion - NETA,"Presenta el número de  personas matriculadas en cada uno de los municipios y por cada periodo anual, destacando varios niveles de  desagregación los cuales permiten conocer más a fondo el comportamiento de este indicador durante el periodo 2012 a 2017",https://www.datos.gov.co/Educación/Matricula-y-cobertura-en-educacion-NETA/qhsa-wi4r,Enlace externo,October 16 2018,14,matriculas/municipios/desagregaci,,,,,,,,,,,,,
2829,Desercion escolar,"Identifica la proporcion de alumnos matriculados que por factores culturales, coyunturales o por la prestacion del servicio educativo, abandonan sus estudios durante el año electivo comprendido en el periodo del año 2011 al año 2017  en el departamento del Cauca.",https://www.datos.gov.co/Educación/Desercion-escolar/skg9-amrg,Enlace externo,October 16 2018,47,desercion/matricula/ta,,,,,,,,,,,,,
2830,Cobertura en educación,"Muestra el nivel de coberturas bruta y neta de educación en cada uno de los municipios, presentando niveles de desagregación de acuerdo al grado de escolaridad en el departamento del Cauca durante el periodo 2012 a 2017",https://www.datos.gov.co/Educación/Cobertura-en-educación/ve22-biza,Enlace externo,October 16 2018,21,bruta/neta/oficial/cobert,,,,,,,,,,,,,
2831,Asistencia escolar,Identifica la participacion relativa en el sistema educativo de la matricula en edad teorica para cursar un nivel de enseñanaza con respecto a la poblacion en esa misma edad durante el periodo 2011 al 2017,https://www.datos.gov.co/Educación/Asistencia-escolar/wuss-dxjj,Enlace externo,October 16 2018,9,poblacion/tasa/asistenc,,,,,,,,,,,,,
2832,Capturas,"Presenta el número de delitos y capturas realizadas en cada uno de los municipios, desagregándose de acuerdo al hecho delictivo durante el periodo 2012 al 2017 en el departamento del Cauca.",https://www.datos.gov.co/Función-Pública/Capturas/h3nr-hyb3,Enlace externo,October 16 2018,8,delitos/capturas/articulo/hecho delict,,,,,,,,,,,,,
2833,Delitos,"Presenta el número de delitos y capturas realizadas en cada uno de los municipios, desagregándose de acuerdo al hecho delictivo durante el periodo 2012 al 2017 en el departamento del Cauca.",https://www.datos.gov.co/Función-Pública/Delitos/7rt6-m8fw,Enlace externo,October 16 2018,17,delitos/hecho delictivo/articulo/captu,,,,,,,,,,,,,
2834,Muerte y lesiones accidentales,Presenta por genero el numero de casos y tasa por cada 100.000 habitantes de reportes de muertes y lesiones accidentales en cada municipio durante el periodo 2014 al 2017 en el departamento del Cauca.,https://www.datos.gov.co/Salud-y-Protección-Social/Muerte-y-lesiones-accidentales/9psy-4deq,Enlace externo,October 16 2018,10,casos/lesiones/muerte/accidenta,,,,,,,,,,,,,
2835,Muertes y lesiones por accidente de transito,Presenta por genero el numero de casos y la tasa por cada 100.000 habitantes de reportes por muertes y lesiones por accidente de transito en cada municipio durante el periodo 2014 al 2017 en el departamento del Cauca.,https://www.datos.gov.co/Salud-y-Protección-Social/Muertes-y-lesiones-por-accidente-de-transito/grqx-inr4,Enlace externo,October 16 2018,10,lesiones/transito/muertes/acciden,,,,,,,,,,,,,
2836,Suicidios,Presenta por genero numero de casos y la tasa por cada 100.000 habitantes ocurridos en cada uno de los municipios  durante el periodo 2014 al 2017 en el departamento del Cauca.,https://www.datos.gov.co/Salud-y-Protección-Social/Suicidios/y5k4-bmk9,Enlace externo,October 16 2018,20,suicidios/casos/tas,,,,,,,,,,,,,
2837,Delitos sexuales,Presenta por genero el numero de casos y la tasa por cada 100.000 habitantes de reportes por presunto delitos sexuales en cada municipio en el periodo 2014 al 2017 en el departamento del Cauca.,https://www.datos.gov.co/Salud-y-Protección-Social/Delitos-sexuales/9r86-ksi8,Enlace externo,October 16 2018,2,sexuales/tasa/delitos/ca,,,,,,,,,,,,,
2838,Violencia intrafamiliar,"Presenta el numero de casos de violencia entre las personas pertenecientes al nucleo familiar , desagregandose según rango niños, niñas y adolecentes, adulto mayor, entre pareja y otros familiares en el periodo 2014 al 2017 en el departamento del Cauca.",https://www.datos.gov.co/Salud-y-Protección-Social/Violencia-intrafamiliar/hhym-myyh,Enlace externo,October 16 2018,12,familia/edad/intrafamiliar/violen,,,,,,,,,,,,,
2839,Violencia interpersonal,"Presenta el numero de asos de violencia entre personas de la sociedad, que ocurre en cada municipio destacando la tasa de afectados por cada 100.000 habitantes en el periodo comprendido entre 2014 al 2017 en el departamento del Cauca.",https://www.datos.gov.co/Participación-ciudadana/Violencia-interpersonal/td7c-dmts,Enlace externo,October 16 2018,3,tasa/interpersonal/violenc,,,,,,,,,,,,,
2840,Homicidios,Este indicador presenta el numero de casos y tasa por cada 100.000 habitantes de reportes por homicidio según genero en cada municipio desde el año 2014 al 2017 en el departamento del Cauca.,https://www.datos.gov.co/Salud-y-Protección-Social/Homicidios/d57c-i4jf,Enlace externo,October 16 2018,11,homicidios/genero/habitant,,,,,,,,,,,,,
2841,Recreacion,"Describe la poblacion beneficiada en los programas y eventos de Actividad física, recreación y deporte dirigidas a todos los sectores de la población en el departamento del Cauca duente el periodo 2015 a 2018.",https://www.datos.gov.co/Cultura/Recreacion/qdaj-dq59,Enlace externo,October 16 2018,21,deporte/recreación/actividad físi,,,,,,,,,,,,,
2842,Deporte formativo,"Correponde al conjunto de escuelas y procesos de formación deportiva en niños, niñas, adolescentes y jóvenes del Departamento del Cauca, definiendo deportistas beneficiados, disciplinas, municipios beneficiados, numero de medallas y puesto a nivel nacional optenidas durente el periodo 2015 a 2018.",https://www.datos.gov.co/Cultura/Deporte-formativo/yup3-7wi6,Enlace externo,October 16 2018,6,niños/formación/escuelas/proce,,,,,,,,,,,,,
2843,Deporte asociado adaptado,"Corresponde a la actividad física reglamentada que intenta hacer posible la práctica deportiva a personas que tienen alguna discapacidad o disminución con manifestaciones diferenciales de tipo motriz, sensorial o psíquico, o minusválidos, definiendo el numero de ligas deportivas, deportistas beneficiados y medallas optenidas en las diferentes disciplinas en representacion del departamento del Cauca durante el periodo 2015 a 2018.",https://www.datos.gov.co/Cultura/Deporte-asociado-adaptado/b3u6-tb4z,Enlace externo,October 16 2018,4,ligas/deporte/club/deporte adapt,,,,,,,,,,,,,
2844,Deporte asociado convencional,"Define el conjunto de ligas deportivas convencionales que hacen parte del Sistema General del Deporte en Colombia, deportistas beneficiados y medallas optenidas en representacion del departamento del Cauca durante el periodo 2015 a 2018.",https://www.datos.gov.co/Cultura/Deporte-asociado-convencional/rh4u-r2uw,Enlace externo,October 16 2018,2,convencionales/ligas/medallas/c,,,,,,,,,,,,,
2845,Plan Estrategico de Inversion 2014 - 2018,"Es una herramienta de planeación estratégica que ayuda a distribuir el presupuesto en los cuatro componentes y sus repectivos sub componentes, apoyado por los planes anuales realizados por parte de los subgerentes de nuestra empresa.",https://www.datos.gov.co/Presupuestos-Gubernamentales/Plan-Estrategico-de-Inversion-2014-2018/mwfj-2bis,Enlace externo,October 16 2018,6,plan estrategico/inversion anual/pa,,,,,,,,,,,,,
2846,Residuos sólidos - sistemas de tratamiento,"Define los sistemas de tratamiento, Origen y disposicion final de residuos, actos administrativos, vida util y la relación de prestadores del servicio en el departamento del Cauca.",https://www.datos.gov.co/Mapas-Nacionales/Residuos-sólidos-sistemas-de-tratamiento/qch9-wx7r,Enlace externo,October 16 2018,5,residuos sólidos/disposición fina,,,,,,,,,,,,,
2847,Residuos solidos - Aseo,"Define el numero de suscripotres discriminados por estrato, sector, promedio de facturacion, subcidios y contribuciones durante el periodo 2005 a 2017 en el departamento del Cauca.",https://www.datos.gov.co/Mapas-Nacionales/Residuos-solidos-Aseo/6t3p-w7xi,Enlace externo,October 16 2018,3,aseo/facturacion/estrato/suscripto,,,,,,,,,,,,,
2848,Alcantarillado,"Muestra el número de suscriptores  que cuentan con el servicio de alcantarillado en el departamento desagregado por estratificacion, promedios de consumo del servicio durante el periodo 2012 a 2017.",https://www.datos.gov.co/Mapas-Nacionales/Alcantarillado/dhe9-ad8p,Enlace externo,October 16 2018,10,alcantarillado/cobertura/servicios/vivie,,,,,,,,,,,,,
2849,Acueducto,"Relaciona el número de suscriptores que cuentan con el servicio de acueducto, al  igual que los promedios en consumo, facturacion, subsidios y contribuciones del servicio en el departamento del Cauca durante el periodo 2005 a 2017.",https://www.datos.gov.co/Ambiente-y-Desarrollo-Sostenible/Acueducto/y3yf-bqk6,Enlace externo,October 16 2018,26,suscriptores/subsidios/acueducto/prome,,,,,,,,,,,,,
2850,Indicadores CRC,Este dataset contiene los links de redirección a la plataforma de la Corporación Autónoma Regional del Cauca.,https://www.datos.gov.co/Función-Pública/Indicadores-CRC/phsf-wij6,Enlace externo,October 16 2018,2,indicadores/cr,,,,,,,,,,,,,
2851,Tarifas electricas,"Muestra los componentes tarifarios y el costo unitario establecido  para el cobro del servicio de electrificación, desagregándose de acuerdo al nivel de estratificación y al  tipo de conexión  durante el periodo 2012 a 2017 en el Departamento del Cauca.",https://www.datos.gov.co/Función-Pública/Tarifas-electricas/8itf-y5m9,Enlace externo,October 16 2018,12,electrificacion/nivel/costo/tari,,,,,,,,,,,,,
